Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,Delon Wright (11700911),Delon Wright,11700911,PG/SG/G/UTIL,3500,MIA@TOR 11/25/2018 06:00PM ET,TOR,12.83
SF/PF,Michael Kidd-Gilchrist (11700915),Michael Kidd-Gilchrist,11700915,SF/PF/F/UTIL,3500,CHA@ATL 11/25/2018 06:00PM ET,CHA,21.06
SG,Avery Bradley (11700919),Avery Bradley,11700919,SG/G/UTIL,3400,LAC@POR 11/25/2018 09:00PM ET,LAC,12.96
PF,Zach Collins (11700935),Zach Collins,11700935,PF/F/UTIL,3400,LAC@POR 11/25/2018 09:00PM ET,POR,17.74
C,Mitchell Robinson (11700930),Mitchell Robinson,11700930,C/UTIL,3400,NYK@MEM 11/25/2018 06:00PM ET,NYK,16.28
SG,Malachi Richardson (11700922),Malachi Richardson,11700922,SG/G/UTIL,3400,MIA@TOR 11/25/2018 06:00PM ET,TOR,2.64
PG,Lorenzo Brown (11700925),Lorenzo Brown,11700925,PG/G/UTIL,3400,MIA@TOR 11/25/2018 06:00PM ET,TOR,7.29
C,Greg Monroe (11700928),Greg Monroe,11700928,C/UTIL,3400,MIA@TOR 11/25/2018 06:00PM ET,TOR,8.25
PG/SG,T.J. McConnell (11700944),T.J. McConnell,11700944,PG/SG/G/UTIL,3300,PHI@BKN 11/25/2018 06:00PM ET,PHI,10.75
PG,Frank Ntilikina (11700938),Frank Ntilikina,11700938,PG/G/UTIL,3300,NYK@MEM 11/25/2018 06:00PM ET,NYK,15.58
SG,Kevin Huerter (11700941),Kevin Huerter,11700941,SG/G/UTIL,3300,CHA@ATL 11/25/2018 06:00PM ET,ATL,13.76
SG,Malik Monk (11700948),Malik Monk,11700948,SG/G/UTIL,3300,CHA@ATL 11/25/2018 06:00PM ET,CHA,18.62
C,Guillermo Hernangomez (11700951),Guillermo Hernangomez,11700951,C/UTIL,3300,CHA@ATL 11/25/2018 06:00PM ET,CHA,17.27
PF,Omari Spellman (11700953),Omari Spellman,11700953,PF/F/UTIL,3300,CHA@ATL 11/25/2018 06:00PM ET,ATL,16.65
SF,Royce O'Neale (11700932),Royce O'Neale,11700932,SF/F/UTIL,3300,UTA@SAC 11/25/2018 08:00PM ET,UTA,9.33
SG,Furkan Korkmaz (11700961),Furkan Korkmaz,11700961,SG/G/UTIL,3200,PHI@BKN 11/25/2018 06:00PM ET,PHI,8.88
PG/SG,Shabazz Napier (11700964),Shabazz Napier,11700964,PG/SG/G/UTIL,3200,PHI@BKN 11/25/2018 06:00PM ET,BKN,13.92
C,Meyers Leonard (11700959),Meyers Leonard,11700959,C/UTIL,3200,LAC@POR 11/25/2018 09:00PM ET,POR,13.39
SF/PF,Moe Harkless (11700979),Moe Harkless,11700979,SF/PF/F/UTIL,3200,LAC@POR 11/25/2018 09:00PM ET,POR,12.25
SG,Damyean Dotson (11700968),Damyean Dotson,11700968,SG/G/UTIL,3200,NYK@MEM 11/25/2018 06:00PM ET,NYK,19.73
SF/PF,Mario Hezonja (11700983),Mario Hezonja,11700983,SF/PF/F/UTIL,3200,NYK@MEM 11/25/2018 06:00PM ET,NYK,15.86
SF,Alex Poythress (11700971),Alex Poythress,11700971,SF/F/UTIL,3200,CHA@ATL 11/25/2018 06:00PM ET,ATL,12.10
SG/SF,Vince Carter (11700974),Vince Carter,11700974,SG/SF/F/G/UTIL,3200,CHA@ATL 11/25/2018 06:00PM ET,ATL,13.75
SG,Grayson Allen (11700956),Grayson Allen,11700956,SG/G/UTIL,3200,UTA@SAC 11/25/2018 08:00PM ET,UTA,5.04
SF/PF,Jared Dudley (11701001),Jared Dudley,11701001,SF/PF/F/UTIL,3100,PHI@BKN 11/25/2018 06:00PM ET,BKN,12.95
PF,Jake Layman (11700987),Jake Layman,11700987,PF/F/UTIL,3100,LAC@POR 11/25/2018 09:00PM ET,POR,10.37
SG,MarShon Brooks (11700990),MarShon Brooks,11700990,SG/G/UTIL,3100,NYK@MEM 11/25/2018 06:00PM ET,MEM,12.06
SG/SF,Norman Powell (11700993),Norman Powell,11700993,SG/SF/F/G/UTIL,3100,MIA@TOR 11/25/2018 06:00PM ET,TOR,11
SG/SF,C.J. Miles (11701005),C.J. Miles,11701005,SG/SF/F/G/UTIL,3100,MIA@TOR 11/25/2018 06:00PM ET,TOR,10.39
SG,Dwayne Bacon (11700998),Dwayne Bacon,11700998,SG/G/UTIL,3100,CHA@ATL 11/25/2018 06:00PM ET,CHA,13.05
PG,Frank Mason III (11701010),Frank Mason III,11701010,PG/G/UTIL,3100,UTA@SAC 11/25/2018 08:00PM ET,SAC,13.33
SF,Justin Jackson (11701013),Justin Jackson,11701013,SF/F/UTIL,3100,UTA@SAC 11/25/2018 08:00PM ET,SAC,14.24
SF,Zhaire Smith (11701016),Zhaire Smith,11701016,SF/F/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,PHI,0
PG,Demetrius Jackson (11701019),Demetrius Jackson,11701019,PG/G/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,PHI,0
C,Justin Patton (11701022),Justin Patton,11701022,C/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,PHI,0
PG,Shake Milton (11701024),Shake Milton,11701024,PG/G/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,PHI,0
PF,Jonah Bolden (11701027),Jonah Bolden,11701027,PF/F/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,PHI,5.29
PF/C,Amir Johnson (11701030),Amir Johnson,11701030,PF/C/F/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,PHI,10.75
C,Alan Williams (11701034),Alan Williams,11701034,C/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,BKN,0
SG/SF,Treveon Graham (11701036),Treveon Graham,11701036,SG/SF/F/G/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,BKN,3.75
PF/C,Kenneth Faried (11701041),Kenneth Faried,11701041,PF/C/F/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,BKN,6.04
SG,Theo Pinson (11701045),Theo Pinson,11701045,SG/G/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,BKN,3.88
SF,Dzanan Musa (11701048),Dzanan Musa,11701048,SF/F/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,BKN,2.96
PF,Rodions Kurucs (11701051),Rodions Kurucs,11701051,PF/F/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,BKN,10.89
PG,Landry Shamet (11701240),Landry Shamet,11701240,PG/G/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,PHI,12.87
PG/SG,Markelle Fultz (11701246),Markelle Fultz,11701246,PG/SG/G/UTIL,3000,PHI@BKN 11/25/2018 06:00PM ET,PHI,19.18
PG/SG,Seth Curry (11701054),Seth Curry,11701054,PG/SG/G/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,POR,8.1
SG,Gary Trent Jr. (11701058),Gary Trent Jr.,11701058,SG/G/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,POR,7.12
SG,Anfernee Simons (11701061),Anfernee Simons,11701061,SG/G/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,POR,3.45
SG/SF,Nik Stauskas (11701064),Nik Stauskas,11701064,SG/SF/F/G/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,POR,13.34
PG,Wade Baldwin IV (11701069),Wade Baldwin IV,11701069,PG/G/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,POR,2.47
PF,Caleb Swanigan (11701072),Caleb Swanigan,11701072,PF/F/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,POR,8.75
PG,Milos Teodosic (11701075),Milos Teodosic,11701075,PG/G/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,LAC,8.69
SF/PF,Luc Richard Mbah a Moute (11701078),Luc Richard Mbah a Moute,11701078,SF/PF/F/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,LAC,8.94
SG,Jerome Robinson (11701082),Jerome Robinson,11701082,SG/G/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,LAC,4.32
C,Angel Delgado (11701085),Angel Delgado,11701085,C/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,LAC,0
PG/SG,Tyrone Wallace (11701087),Tyrone Wallace,11701087,PG/SG/G/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,LAC,5.55
SF,Johnathan Motley (11701091),Johnathan Motley,11701091,SF/F/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,LAC,0
SG,Sindarius Thornwell (11701094),Sindarius Thornwell,11701094,SG/G/UTIL,3000,LAC@POR 11/25/2018 09:00PM ET,LAC,3.79
PF,Ivan Rabb (11701097),Ivan Rabb,11701097,PF/F/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,MEM,6.12
PG,Jevon Carter (11701100),Jevon Carter,11701100,PG/G/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,MEM,0
PG/SG,Yuta Watanabe (11701103),Yuta Watanabe,11701103,PG/SG/G/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,MEM,4.25
SG,Wayne Selden Jr. (11701107),Wayne Selden Jr.,11701107,SG/G/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,MEM,10.10
SF/PF,Chandler Parsons (11701110),Chandler Parsons,11701110,SF/PF/F/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,MEM,9.83
SF/PF,Omri Casspi (11701114),Omri Casspi,11701114,SF/PF/F/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,MEM,11.27
SF,D.J. Stephens (11701118),D.J. Stephens,11701118,SF/F/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,MEM,0
PG/SG,Ron Baker (11701121),Ron Baker,11701121,PG/SG/G/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,NYK,4.06
SG/SF,Courtney Lee (11701125),Courtney Lee,11701125,SG/SF/F/G/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,NYK,0
SF/PF,Lance Thomas (11701130),Lance Thomas,11701130,SF/PF/F/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,NYK,9.23
PF,Isaiah Hicks (11701134),Isaiah Hicks,11701134,PF/F/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,NYK,0
PF,Luke Kornet (11701137),Luke Kornet,11701137,PF/F/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,NYK,0.62
PF/C,Kristaps Porzingis (11701140),Kristaps Porzingis,11701140,PF/C/F/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,NYK,0
SG,Dillon Brooks (11701243),Dillon Brooks,11701243,SG/G/UTIL,3000,NYK@MEM 11/25/2018 06:00PM ET,MEM,12.89
PG,Jordan Loyd (11701144),Jordan Loyd,11701144,PG/G/UTIL,3000,MIA@TOR 11/25/2018 06:00PM ET,TOR,6.75
PF,Chris Boucher (11701147),Chris Boucher,11701147,PF/F/UTIL,3000,MIA@TOR 11/25/2018 06:00PM ET,TOR,9.42
PF,Udonis Haslem (11701150),Udonis Haslem,11701150,PF/F/UTIL,3000,MIA@TOR 11/25/2018 06:00PM ET,MIA,1.12
SF,Derrick Jones Jr. (11701153),Derrick Jones Jr.,11701153,SF/F/UTIL,3000,MIA@TOR 11/25/2018 06:00PM ET,MIA,11.12
SF,Duncan Robinson (11701156),Duncan Robinson,11701156,SF/F/UTIL,3000,MIA@TOR 11/25/2018 06:00PM ET,MIA,3.81
PF,Yante Maten (11701159),Yante Maten,11701159,PF/F/UTIL,3000,MIA@TOR 11/25/2018 06:00PM ET,MIA,0
PG,Devonte' Graham (11701162),Devonte' Graham,11701162,PG/G/UTIL,3000,CHA@ATL 11/25/2018 06:00PM ET,CHA,5.75
SG,J.P. Macura (11701165),J.P. Macura,11701165,SG/G/UTIL,3000,CHA@ATL 11/25/2018 06:00PM ET,CHA,0
PG,Joe Chealey (11701168),Joe Chealey,11701168,PG/G/UTIL,3000,CHA@ATL 11/25/2018 06:00PM ET,CHA,0
PF/C,Frank Kaminsky (11701171),Frank Kaminsky,11701171,PF/C/F/UTIL,3000,CHA@ATL 11/25/2018 06:00PM ET,CHA,9.57
C,Bismack Biyombo (11701175),Bismack Biyombo,11701175,C/UTIL,3000,CHA@ATL 11/25/2018 06:00PM ET,CHA,7.22
C,Miles Plumlee (11701177),Miles Plumlee,11701177,C/UTIL,3000,CHA@ATL 11/25/2018 06:00PM ET,ATL,11.60
SF/PF,Justin Anderson (11701179),Justin Anderson,11701179,SF/PF/F/UTIL,3000,CHA@ATL 11/25/2018 06:00PM ET,ATL,9.17
PG,Tyler Dorsey (11701183),Tyler Dorsey,11701183,PG/G/UTIL,3000,CHA@ATL 11/25/2018 06:00PM ET,ATL,6.52
PG,Jaylen Adams (11701186),Jaylen Adams,11701186,PG/G/UTIL,3000,CHA@ATL 11/25/2018 06:00PM ET,ATL,2.38
SG,Daniel Hamilton (11701189),Daniel Hamilton,11701189,SG/G/UTIL,3000,CHA@ATL 11/25/2018 06:00PM ET,ATL,0.5
PG,Raul Neto (11701192),Raul Neto,11701192,PG/G/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,UTA,3.25
C,ToNYK Bradley (11701195),ToNYK Bradley,11701195,C/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,UTA,0
PF,Tyler Cavanaugh (11701197),Tyler Cavanaugh,11701197,PF/F/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,UTA,0
PG,Nazareth Mitrou-Long (11701200),Nazareth Mitrou-Long,11701200,PG/G/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,UTA,0
PF,Georges Niang (11701203),Georges Niang,11701203,PF/F/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,UTA,6.25
SF/PF,Thabo Sefolosha (11701206),Thabo Sefolosha,11701206,SF/PF/F/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,UTA,7.04
C,Ekpe Udoh (11701210),Ekpe Udoh,11701210,C/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,UTA,3.67
SG,Troy Williams (11701212),Troy Williams,11701212,SG/G/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,SAC,12.39
SF,WeNYKen Gabriel (11701215),WeNYKen Gabriel,11701215,SF/F/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,SAC,0
PF/C,Skal Labissiere (11701218),Skal Labissiere,11701218,PF/C/F/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,SAC,5.42
PF,Harry Giles (11701222),Harry Giles,11701222,PF/F/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,SAC,10.37
C,Kosta Koufos (11701225),Kosta Koufos,11701225,C/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,SAC,14.93
PF/C,Zach Randolph (11701227),Zach Randolph,11701227,PF/C/F/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,SAC,0
PG/SG,Yogi Ferrell (11701231),Yogi Ferrell,11701231,PG/SG/G/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,SAC,10.82
SG/SF,Ben McLemore (11701235),Ben McLemore,11701235,SG/SF/F/G/UTIL,3000,UTA@SAC 11/25/2018 08:00PM ET,SAC,3
